raw_kpi_name,row_count,row_ratio,cumulative_row_ratio,unique_component_count,existing_bank_safe_v1_status,source_family,entity_scope,semantic_family,metric_kind,unit_hint,candidate_existing_slot,candidate_new_slot,recommended_action,confidence,transform_hint,reason
Mysql-MySQL_3306_Innodb buffer pool wait free,21592,0.0017672150828107888,0.8358815212912915,2,dropped,MySQL,database,database_io,gauge,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Innodb buffer pool read ahead,21592,0.0017672150828107888,0.8376487363741022,2,dropped,MySQL,database,database_io,gauge,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Sort Rows,21592,0.0017672150828107888,0.839415951456913,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Sort Merge Passes,21592,0.0017672150828107888,0.8411831665397237,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_SlowQueries,21592,0.0017672150828107888,0.8429503816225344,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Slow launch threads,21592,0.0017672150828107888,0.8447175967053452,2,unmapped,MySQL,database,thread,counter,count,,threads,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'threads'; semantic=thread, unit=count, source=MySQL"
Mysql-MySQL_3306_Select Full Range Join,21592,0.0017672150828107888,0.8464848117881559,2,unmapped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Qcache Lowmem Prunes,21592,0.0017672150828107888,0.8482520268709667,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb data pending reads,21591,0.0017671332369844266,0.8500191601079511,2,dropped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb buffer pool read requests,21591,0.0017671332369844266,0.8517862933449355,2,dropped,MySQL,database,request,gauge,count,,,manual_review,low,log1p,"semantic=request, unit=count, kind=gauge; cannot auto-classify"
Mysql-MySQL_3306_Innodb data read,21591,0.0017671332369844266,0.8535534265819199,2,dropped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_MySQL  Queries,21591,0.0017671332369844266,0.8553205598189043,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb row lock current waits,21591,0.0017671332369844266,0.8570876930558887,2,dropped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Slave Open Temp Tables,21591,0.0017671332369844266,0.8588548262928731,2,unmapped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Select Scan,21591,0.0017671332369844266,0.8606219595298575,2,unmapped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Select Full Join,21591,0.0017671332369844266,0.862389092766842,2,unmapped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Questions,21591,0.0017671332369844266,0.8641562260038264,2,dropped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Qcache Queries In Cache,21591,0.0017671332369844266,0.8659233592408108,2,unmapped,MySQL,database,database_io,gauge,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Qcache Not Cached,21591,0.0017671332369844266,0.8676904924777952,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Qcache Inserts,21591,0.0017671332369844266,0.8694576257147796,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Select Range,21591,0.0017671332369844266,0.871224758951764,2,unmapped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Innodb data pending writes,21590,0.0017670513911580644,0.8729918103429221,2,dropped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb Row Lock Waits,21590,0.0017670513911580644,0.8747588617340801,2,dropped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb Row Lock Time,21590,0.0017670513911580644,0.8765259131252382,2,dropped,MySQL,database,latency,duration,milliseconds,,db_latency,requires_new_slot,medium,unknown,"Requires new slot 'db_latency'; semantic=latency, unit=milliseconds, source=MySQL"
Mysql-MySQL_3306_Max Used Connections,21590,0.0017670513911580644,0.8782929645163963,2,dropped,MySQL,database,connection,counter,count,,,manual_review,low,delta_then_log1p,"semantic=connection, unit=count, kind=counter; cannot auto-classify"
Mysql-MySQL_3306_Key Read Requests,21590,0.0017670513911580644,0.8800600159075543,2,unmapped,MySQL,database,request,unknown,count,,,manual_review,low,log1p,"semantic=request, unit=count, kind=unknown; cannot auto-classify"
Mysql-MySQL_3306_Innodb pages created,21590,0.0017670513911580644,0.8818270672987124,2,dropped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb dblwr pages written,21590,0.0017670513911580644,0.8835941186898705,2,dropped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Open Tables,21590,0.0017670513911580644,0.8853611700810285,2,unmapped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Opened Tables,21590,0.0017670513911580644,0.8871282214721866,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Sort Scan,21590,0.0017670513911580644,0.8888952728633447,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Qcache Free Memory,21590,0.0017670513911580644,0.8906623242545028,2,unmapped,MySQL,database,memory,gauge,count,,,manual_review,low,log1p,"semantic=memory, unit=count, kind=gauge; cannot auto-classify"
Mysql-MySQL_3306_Qcache Free Blocks,21590,0.0017670513911580644,0.8924293756456608,2,unmapped,MySQL,database,database_io,gauge,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb row lock time avg,21589,0.0017669695453317023,0.8941963451909926,2,dropped,MySQL,database,latency,duration,milliseconds,,db_latency,requires_new_slot,medium,unknown,"Requires new slot 'db_latency'; semantic=latency, unit=milliseconds, source=MySQL"
Mysql-MySQL_3306_Innodb pages read,21589,0.0017669695453317023,0.8959633147363243,2,dropped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Innodb os log pending writes,21589,0.0017669695453317023,0.897730284281656,2,dropped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb os log pending fsyncs,21589,0.0017669695453317023,0.8994972538269878,2,dropped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb log write requests,21589,0.0017669695453317023,0.9012642233723195,2,dropped,MySQL,database,request,unknown,count,,,manual_review,low,log1p,"semantic=request, unit=count, kind=unknown; cannot auto-classify"
Mysql-MySQL_3306_Innodb dblwr writes,21589,0.0017669695453317023,0.9030311929176512,2,dropped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb pages written,21589,0.0017669695453317023,0.904798162462983,2,dropped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Open Files,21589,0.0017669695453317023,0.9065651320083147,2,unmapped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Opened table definitions,21589,0.0017669695453317023,0.9083321015536464,2,dropped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Sort Range,21589,0.0017669695453317023,0.9100990710989781,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Rows Read,21589,0.0017669695453317023,0.9118660406443099,2,unmapped,MySQL,database,database_io,unknown,count,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Qcache Hits,21589,0.0017669695453317023,0.9136330101896416,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb data reads,21588,0.0017668876995053401,0.915399897889147,2,dropped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Key Reads,21588,0.0017668876995053401,0.9171667855886524,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb row lock time max,21588,0.0017668876995053401,0.9189336732881578,2,dropped,MySQL,database,latency,duration,milliseconds,,db_latency,requires_new_slot,medium,unknown,"Requires new slot 'db_latency'; semantic=latency, unit=milliseconds, source=MySQL"
Mysql-MySQL_3306_Innodb data writes,21588,0.0017668876995053401,0.9207005609876632,2,dropped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb os log written,21588,0.0017668876995053401,0.9224674486871686,2,dropped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Innodb os log fsyncs,21588,0.0017668876995053401,0.924234336386674,2,dropped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_Innodb open files  num,21588,0.0017668876995053401,0.9260012240861794,2,dropped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb log writes,21588,0.0017668876995053401,0.9277681117856847,2,dropped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb log waits,21588,0.0017668876995053401,0.9295349994851901,2,dropped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Innodb data written,21587,0.0017668058536789782,0.9313018053388691,2,dropped,MySQL,database,database_io,unknown,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
Mysql-MySQL_3306_MaxConnections,21583,0.0017664784703735296,0.9330682838092426,2,dropped,MySQL,database,connection,counter,count,,,manual_review,low,delta_then_log1p,"semantic=connection, unit=count, kind=counter; cannot auto-classify"
Mysql-MySQL_3306_Innodb buffer pool pages misc,21480,0.0017580483502582318,0.9348263321595008,2,dropped,MySQL,database,database_io,gauge,unknown,,mysql_io,requires_new_slot,medium,unknown,"Requires new slot 'mysql_io'; semantic=database_io, unit=unknown, source=MySQL"
JVM-Runtime_7778_JVM_JVM_Uptime,19053,0.0015594085296773785,0.9363857406891782,2,unmapped,JVM,jvm,uptime,duration,milliseconds,,,manual_review,low,unknown,"semantic=uptime, unit=milliseconds, kind=duration; cannot auto-classify"
JVM-Runtime_7779_JVM_JVM_Uptime,19051,0.0015592448380246542,0.9379449855272028,2,unmapped,JVM,jvm,uptime,duration,milliseconds,,,manual_review,low,unknown,"semantic=uptime, unit=milliseconds, kind=duration; cannot auto-classify"
JVM-Memory_7779_JVM_Memory_HeapMemoryUsage,18618,0.0015238055952098584,0.9394687911224127,2,dropped,JVM,jvm,memory,gauge,unknown,,jvm_mem,requires_new_slot,medium,unknown,"Requires new slot 'jvm_mem'; semantic=memory, unit=unknown, source=JVM"
JVM-Memory_7778_JVM_Memory_HeapMemoryUsage,18614,0.00152347821190441,0.9409922693343171,2,dropped,JVM,jvm,memory,gauge,unknown,,jvm_mem,requires_new_slot,medium,unknown,"Requires new slot 'jvm_mem'; semantic=memory, unit=unknown, source=JVM"
JVM-Operating System_7778_JVM_JVM_CPULoad,18237,0.0014926223353658925,0.942484891669683,2,dropped,JVM,jvm,cpu,gauge,unknown,,jvm_cpu,requires_new_slot,medium,unknown,"Requires new slot 'jvm_cpu'; semantic=cpu, unit=unknown, source=JVM"
JVM-Operating System_7779_JVM_JVM_CPULoad,18231,0.00149213126040772,0.9439770229300907,2,dropped,JVM,jvm,cpu,gauge,unknown,,jvm_cpu,requires_new_slot,medium,unknown,"Requires new slot 'jvm_cpu'; semantic=cpu, unit=unknown, source=JVM"
Mysql-MySQL_3306_Bytes Received,17943,0.0014685596624154308,0.9454455825925061,2,unmapped,MySQL,database,database_io,rate,bytes,,mysql_io,requires_new_slot,medium,log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=bytes, source=MySQL"
Mysql-MySQL_3306_Key Writes,17872,0.0014627486087437206,0.9469083312012498,2,unmapped,MySQL,database,database_io,counter,count,,mysql_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'mysql_io'; semantic=database_io, unit=count, source=MySQL"
Mysql-MySQL_3306_Key Write Requests,17871,0.0014626667629173585,0.9483709979641672,2,unmapped,MySQL,database,request,unknown,count,,,manual_review,low,log1p,"semantic=request, unit=count, kind=unknown; cannot auto-classify"
OSLinux-OSLinux_SYSTEM_SYSTEM_Check-Hostname,16213,0.0013269663828089718,0.9496979643469762,14,unmapped,OSLinux,host,system,unknown,unknown,,,manual_review,low,unknown,"semantic=system, unit=unknown, kind=unknown; cannot auto-classify"
OSLinux-OSLinux_SYSTEM_SYSTEM_Check-DefaultRoute,16067,0.001315016892160103,0.9510129812391362,14,unmapped,OSLinux,host,system,unknown,unknown,,,manual_review,low,unknown,"semantic=system, unit=unknown, kind=unknown; cannot auto-classify"
OSLinux-OSLinux_FILESYSTEM_----tmp_FSInodeUsedPercent,12387,0.0010138242511475194,0.9520268054902837,6,unmapped,OSLinux,host,filesystem,ratio,percent,,filesystem_usage,requires_new_slot,medium,identity,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=percent, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_----tmp_FSCapacity,12387,0.0010138242511475194,0.9530406297414312,6,unmapped,OSLinux,host,filesystem,gauge,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_----home_FSInodeUsedPercent,12387,0.0010138242511475194,0.9540544539925787,6,unmapped,OSLinux,host,filesystem,ratio,percent,,filesystem_usage,requires_new_slot,medium,identity,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=percent, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_----home_FSCapacity,12387,0.0010138242511475194,0.9550682782437262,6,unmapped,OSLinux,host,filesystem,gauge,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_----cmbc_admin_FSInodeUsedPercent,12387,0.0010138242511475194,0.9560821024948737,6,unmapped,OSLinux,host,filesystem,ratio,percent,,filesystem_usage,requires_new_slot,medium,identity,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=percent, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_----cmbc_admin_FSCapacity,12387,0.0010138242511475194,0.9570959267460212,6,unmapped,OSLinux,host,filesystem,gauge,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_----boot_FSInodeUsedPercent,12387,0.0010138242511475194,0.9581097509971687,6,unmapped,OSLinux,host,filesystem,ratio,percent,,filesystem_usage,requires_new_slot,medium,identity,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=percent, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_----boot_FSCapacity,12387,0.0010138242511475194,0.9591235752483162,6,unmapped,OSLinux,host,filesystem,gauge,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_----_FSInodeUsedPercent,12387,0.0010138242511475194,0.9601373994994636,6,unmapped,OSLinux,host,filesystem,ratio,percent,,filesystem_usage,requires_new_slot,medium,identity,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=percent, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_----_FSCapacity,12387,0.0010138242511475194,0.9611512237506111,6,unmapped,OSLinux,host,filesystem,gauge,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_----tomcat_FSCapacity,12387,0.0010138242511475194,0.9621650480017586,6,unmapped,OSLinux,host,filesystem,gauge,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_----tomcat_FSInodeUsedPercent,12387,0.0010138242511475194,0.9631788722529061,6,unmapped,OSLinux,host,filesystem,ratio,percent,,filesystem_usage,requires_new_slot,medium,identity,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=percent, source=OSLinux"
OSLinux-OSLinux_FILE_-home-zabbix_DirSizeMB,12003,0.0009823954538244672,0.9641612677067306,14,unmapped,OSLinux,host,monitoring,gauge,unknown,,,manual_review,low,unknown,"semantic=monitoring, unit=unknown, kind=gauge; cannot auto-classify"
redis-Redis_6379_Redis  (client_longest_output_list),11812,0.0009667629009893033,0.9651280306077199,1,unmapped,Redis,cache,cache,unknown,unknown,,cache_metrics,requires_new_slot,medium,unknown,"Requires new slot 'cache_metrics'; semantic=cache, unit=unknown, source=Redis"
redis-Redis_6379_Redis  (client_biggest_input_buf),11812,0.0009667629009893033,0.9660947935087092,1,unmapped,Redis,cache,cache,unknown,unknown,,cache_metrics,requires_new_slot,medium,unknown,"Requires new slot 'cache_metrics'; semantic=cache, unit=unknown, source=Redis"
OSLinux-OSLinux_LOCALDISK_LOCALDISK-sdc_DSKBps,11546,0.0009449919111769806,0.9670397854198862,2,dropped,OSLinux,host,disk,rate,bytes,,disk_io,requires_new_slot,medium,log1p,"Requires new slot 'disk_io'; semantic=disk, unit=bytes, source=OSLinux"
OSLinux-OSLinux_LOCALDISK_LOCALDISK-sdc_DSKRTps,11503,0.0009414725406434097,0.9679812579605296,2,dropped,OSLinux,host,disk,unknown,rate,,disk_io,requires_new_slot,medium,unknown,"Requires new slot 'disk_io'; semantic=disk, unit=rate, source=OSLinux"
OSLinux-OSLinux_LOCALDISK_LOCALDISK-sdc_DSKRead,11503,0.0009414725406434097,0.968922730501173,2,dropped,OSLinux,host,disk,unknown,unknown,,disk_io,requires_new_slot,medium,unknown,"Requires new slot 'disk_io'; semantic=disk, unit=unknown, source=OSLinux"
OSLinux-OSLinux_LOCALDISK_LOCALDISK-sdc_DSKWTps,11503,0.0009414725406434097,0.9698642030418163,2,dropped,OSLinux,host,disk,unknown,rate,,disk_io,requires_new_slot,medium,unknown,"Requires new slot 'disk_io'; semantic=disk, unit=rate, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-mysqlbak_FSCapacity,11503,0.0009414725406434097,0.9708056755824597,2,unmapped,OSLinux,host,filesystem,gauge,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-mysqlbak_FSInodeUsedPercent,11503,0.0009414725406434097,0.971747148123103,2,unmapped,OSLinux,host,filesystem,ratio,percent,,filesystem_usage,requires_new_slot,medium,identity,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=percent, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-usr-openv_FSInodeUsedPercent,11503,0.0009414725406434097,0.9726886206637464,2,unmapped,OSLinux,host,filesystem,ratio,percent,,filesystem_usage,requires_new_slot,medium,identity,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=percent, source=OSLinux"
OSLinux-OSLinux_LOCALDISK_LOCALDISK-sdc_DSKPercentBusy,11502,0.0009413906948170476,0.9736300113585634,2,dropped,OSLinux,host,disk,counter,percent,,disk_io,requires_new_slot,medium,delta_then_log1p,"Requires new slot 'disk_io'; semantic=disk, unit=percent, source=OSLinux"
OSLinux-OSLinux_LOCALDISK_LOCALDISK-sdc_DSKWrite,11502,0.0009413906948170476,0.9745714020533804,2,dropped,OSLinux,host,disk,unknown,unknown,,disk_io,requires_new_slot,medium,unknown,"Requires new slot 'disk_io'; semantic=disk, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-mysql_FSCapacity,11502,0.0009413906948170476,0.9755127927481975,2,unmapped,OSLinux,host,filesystem,gauge,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-mysql_FSInodeUsedPercent,11502,0.0009413906948170476,0.9764541834430145,2,unmapped,OSLinux,host,filesystem,ratio,percent,,filesystem_usage,requires_new_slot,medium,identity,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=percent, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-mysqldata_FSCapacity,11502,0.0009413906948170476,0.9773955741378315,2,unmapped,OSLinux,host,filesystem,gauge,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-mysqldata_FSInodeUsedPercent,11502,0.0009413906948170476,0.9783369648326485,2,unmapped,OSLinux,host,filesystem,ratio,percent,,filesystem_usage,requires_new_slot,medium,identity,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=percent, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-usr-openv_FSCapacity,11502,0.0009413906948170476,0.9792783555274656,2,unmapped,OSLinux,host,filesystem,gauge,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
Tomcat-MEMORY_7441-MEMORY_JVMMaxMemory,11377,0.0009311599665217832,0.9802095154939874,4,dropped,Tomcat,application_server,memory,gauge,unknown,,jvm_mem,requires_new_slot,medium,unknown,"Requires new slot 'jvm_mem'; semantic=memory, unit=unknown, source=Tomcat"
Tomcat-MEMORY_7441-MEMORY_JVMUsedMemory,11377,0.0009311599665217832,0.9811406754605092,4,dropped,Tomcat,application_server,memory,gauge,unknown,,jvm_mem,requires_new_slot,medium,unknown,"Requires new slot 'jvm_mem'; semantic=memory, unit=unknown, source=Tomcat"
Tomcat-MEMORY_7441-MEMORY_JVMTotalMemory,11376,0.0009310781206954211,0.9820717535812046,4,dropped,Tomcat,application_server,memory,gauge,count,,jvm_mem,requires_new_slot,medium,log1p,"Requires new slot 'jvm_mem'; semantic=memory, unit=count, source=Tomcat"
OSLinux-OSLinux_FILESYSTEM_-apache_FSCapacity,10842,0.0008873724494180516,0.9829591260306226,2,unmapped,OSLinux,host,filesystem,gauge,unknown,,filesystem_usage,requires_new_slot,medium,unknown,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=unknown, source=OSLinux"
OSLinux-OSLinux_FILESYSTEM_-apache_FSInodeUsedPercent,10829,0.0008863084536753441,0.983845434484298,2,unmapped,OSLinux,host,filesystem,ratio,percent,,filesystem_usage,requires_new_slot,medium,identity,"Requires new slot 'filesystem_usage'; semantic=filesystem, unit=percent, source=OSLinux"
OSLinux-OSLinux_LOCALDISK_LOCALDISK-sdc_DSKTps,9693,0.0007933315949279814,0.984638766079226,2,dropped,OSLinux,host,disk,unknown,rate,,disk_io,requires_new_slot,medium,unknown,"Requires new slot 'disk_io'; semantic=disk, unit=rate, source=OSLinux"
